날짜,발전기ID,운영상태,가동상태,최근점검일,다음점검예정일,발전기나이(년)
2023-06-27,GEN_010,정상운영,운전,2023-05-29,2023-07-08,6
2023-06-28,GEN_001,정상운영,운전,2023-06-03,2023-07-20,8
2023-06-28,GEN_002,정상운영,운전,2023-06-05,2023-07-20,8
2023-06-28,GEN_003,정상운영,정지,2023-06-08,2023-07-18,5
2023-06-28,GEN_004,정상운영,운전,2023-06-21,2023-07-16,12
2023-06-28,GEN_005,정상운영,운전,2023-06-12,2023-07-09,10
2023-06-28,GEN_006,정비중,대기,2023-05-31,2023-07-27,14
2023-06-28,GEN_007,정상운영,운전,2023-06-26,2023-07-22,12
2023-06-28,GEN_008,정상운영,대기,2023-06-06,2023-07-19,11
2023-06-28,GEN_009,정상운영,운전,2023-06-02,2023-07-10,14
2023-06-28,GEN_010,정상운영,운전,2023-06-08,2023-07-15,8
2023-06-29,GEN_001,정상운영,운전,2023-06-05,2023-07-18,11
2023-06-29,GEN_002,정상운영,정지,2023-06-06,2023-07-26,5
2023-06-29,GEN_003,정상운영,운전,2023-06-07,2023-07-12,10
2023-06-29,GEN_004,정상운영,운전,2023-06-13,2023-07-19,14
2023-06-29,GEN_005,정상운영,대기,2023-06-26,2023-07-09,14
2023-06-29,GEN_006,정상운영,운전,2023-06-27,2023-07-18,12
2023-06-29,GEN_007,정상운영,운전,2023-05-31,2023-07-19,5
2023-06-29,GEN_008,정상운영,운전,2023-06-19,2023-07-19,3
2023-06-29,GEN_009,정상운영,운전,2023-06-13,2023-07-12,9
2023-06-29,GEN_010,점검중,운전,2023-06-07,2023-07-18,11
2023-06-30,GEN_001,정상운영,정지,2023-06-22,2023-07-19,5
2023-06-30,GEN_002,정상운영,운전,2023-06-05,2023-07-19,7
2023-06-30,GEN_003,정상운영,운전,2023-06-26,2023-07-13,6
2023-06-30,GEN_004,정상운영,운전,2023-06-06,2023-07-10,9
2023-06-30,GEN_005,정상운영,운전,2023-06-22,2023-07-29,11
2023-06-30,GEN_006,정상운영,운전,2023-06-29,2023-07-27,2
2023-06-30,GEN_007,정비중,대기,2023-06-07,2023-07-27,6
2023-06-30,GEN_008,정비중,정지,2023-06-05,2023-07-16,6
2023-06-30,GEN_009,정상운영,운전,2023-06-11,2023-07-19,11
2023-06-30,GEN_010,정상운영,운전,2023-06-08,2023-07-14,8
2023-07-01,GEN_001,정상운영,정지,2023-06-10,2023-07-22,6
2023-07-01,GEN_002,정상운영,운전,2023-06-30,2023-07-20,14
2023-07-01,GEN_003,고장,정지,2023-06-14,2023-07-24,8
2023-07-01,GEN_004,정상운영,정지,2023-06-21,2023-07-11,8
2023-07-01,GEN_005,정상운영,대기,2023-06-09,2023-07-11,9
2023-07-01,GEN_006,정상운영,운전,2023-06-02,2023-07-19,7
2023-07-01,GEN_007,정상운영,운전,2023-06-07,2023-07-15,14
2023-07-01,GEN_008,정상운영,운전,2023-06-09,2023-07-27,6
2023-07-01,GEN_009,정상운영,운전,2023-06-03,2023-07-15,9
2023-07-01,GEN_010,정상운영,운전,2023-06-14,2023-07-30,10
2023-07-02,GEN_001,정상운영,정지,2023-06-05,2023-07-25,14
2023-07-02,GEN_002,정상운영,운전,2023-06-03,2023-07-31,6
2023-07-02,GEN_003,정상운영,운전,2023-06-30,2023-07-12,12
2023-07-02,GEN_004,정상운영,운전,2023-06-18,2023-07-28,8
2023-07-02,GEN_005,정상운영,운전,2023-06-30,2023-07-17,14
2023-07-02,GEN_006,정상운영,운전,2023-06-13,2023-07-17,13
2023-07-02,GEN_007,정상운영,운전,2023-06-10,2023-07-30,8
2023-07-02,GEN_008,정비중,대기,2023-06-09,2023-07-23,9
2023-07-02,GEN_009,점검중,운전,2023-06-18,2023-07-15,5
2023-07-02,GEN_010,정상운영,정지,2023-06-15,2023-07-13,10
2023-07-03,GEN_001,정상운영,정지,2023-06-07,2023-07-23,8
2023-07-03,GEN_002,정상운영,운전,2023-06-12,2023-07-16,11
2023-07-03,GEN_003,정상운영,정지,2023-06-14,2023-07-26,12
2023-07-03,GEN_004,정상운영,운전,2023-06-14,2023-07-13,7
2023-07-03,GEN_005,정상운영,대기,2023-06-23,2023-07-17,6
2023-07-03,GEN_006,정상운영,대기,2023-06-04,2023-07-23,12
2023-07-03,GEN_007,정상운영,운전,2023-06-20,2023-07-29,3
2023-07-03,GEN_008,정비중,운전,2023-06-28,2023-08-01,14
2023-07-03,GEN_009,정상운영,운전,2023-06-18,2023-07-19,11
2023-07-03,GEN_010,정상운영,운전,2023-06-21,2023-07-17,13
2023-07-04,GEN_001,정비중,정지,2023-06-20,2023-07-31,13
2023-07-04,GEN_002,정상운영,운전,2023-06-24,2023-08-02,13
2023-07-04,GEN_003,정상운영,운전,2023-06-18,2023-07-22,8
2023-07-04,GEN_004,정비중,정지,2023-06-27,2023-07-14,5
2023-07-04,GEN_005,정상운영,운전,2023-07-02,2023-08-02,13
2023-07-04,GEN_006,정상운영,운전,2023-07-01,2023-08-02,2
2023-07-04,GEN_007,정상운영,운전,2023-06-18,2023-07-29,9
2023-07-04,GEN_008,정상운영,대기,2023-06-29,2023-07-22,5
2023-07-04,GEN_009,정상운영,운전,2023-06-19,2023-07-27,9
2023-07-04,GEN_010,정상운영,운전,2023-06-09,2023-07-22,7
2023-07-05,GEN_001,정상운영,운전,2023-07-02,2023-08-02,13
2023-07-05,GEN_002,정비중,대기,2023-06-18,2023-07-20,3
2023-07-05,GEN_003,점검중,운전,2023-06-30,2023-07-15,9
2023-07-05,GEN_004,정상운영,운전,2023-06-07,2023-08-03,9
2023-07-05,GEN_005,정상운영,대기,2023-06-22,2023-07-27,14
2023-07-05,GEN_006,정상운영,운전,2023-06-15,2023-07-15,14
2023-07-05,GEN_007,고장,운전,2023-07-04,2023-07-29,2
2023-07-05,GEN_008,정상운영,대기,2023-06-07,2023-07-18,3
2023-07-05,GEN_009,정상운영,운전,2023-06-26,2023-07-20,11
2023-07-05,GEN_010,정상운영,정지,2023-06-08,2023-07-31,12
2023-07-06,GEN_001,정상운영,운전,2023-07-05,2023-07-17,8
2023-07-06,GEN_002,정상운영,운전,2023-07-04,2023-07-17,3
2023-07-06,GEN_003,정상운영,정지,2023-06-30,2023-07-19,13
2023-07-06,GEN_004,정비중,운전,2023-06-19,2023-07-30,3
2023-07-06,GEN_005,정상운영,운전,2023-06-21,2023-07-28,9
2023-07-06,GEN_006,정상운영,운전,2023-07-01,2023-07-17,6
2023-07-06,GEN_007,점검중,운전,2023-06-27,2023-07-27,4
2023-07-06,GEN_008,점검중,운전,2023-06-15,2023-08-01,5
2023-07-06,GEN_009,정상운영,운전,2023-07-04,2023-08-04,7
2023-07-06,GEN_010,정비중,운전,2023-06-14,2023-07-24,6
2023-07-07,GEN_001,정상운영,운전,2023-07-05,2023-07-23,14
2023-07-07,GEN_002,정상운영,정지,2023-07-03,2023-07-28,6
2023-07-07,GEN_003,정상운영,운전,2023-06-27,2023-07-24,13
2023-07-07,GEN_004,정상운영,운전,2023-06-09,2023-07-24,11
2023-07-07,GEN_005,정상운영,정지,2023-06-14,2023-07-21,5
2023-07-07,GEN_006,정상운영,운전,2023-07-06,2023-07-19,3
2023-07-07,GEN_007,정상운영,대기,2023-06-13,2023-08-03,7
2023-07-07,GEN_008,정상운영,운전,2023-06-16,2023-07-31,5
2023-07-07,GEN_009,정비중,운전,2023-06-13,2023-07-20,12
2023-07-07,GEN_010,정상운영,정지,2023-06-17,2023-07-30,5
2023-07-08,GEN_001,정상운영,운전,2023-07-01,2023-07-20,8
2023-07-08,GEN_002,고장,운전,2023-07-06,2023-07-20,13
2023-07-08,GEN_003,점검중,운전,2023-07-06,2023-07-19,11
2023-07-08,GEN_004,고장,운전,2023-06-19,2023-08-04,5
2023-07-08,GEN_005,점검중,정지,2023-06-18,2023-07-27,13
2023-07-08,GEN_006,정상운영,운전,2023-06-14,2023-07-18,5
2023-07-08,GEN_007,정상운영,운전,2023-07-01,2023-08-05,13
2023-07-08,GEN_008,정상운영,운전,2023-07-02,2023-08-04,5
2023-07-08,GEN_009,정비중,대기,2023-06-20,2023-08-06,12
2023-07-08,GEN_010,정상운영,운전,2023-06-13,2023-07-19,8
2023-07-09,GEN_001,정상운영,운전,2023-06-19,2023-08-06,6
2023-07-09,GEN_002,정상운영,대기,2023-06-19,2023-07-29,14
2023-07-09,GEN_003,정비중,운전,2023-07-03,2023-08-05,3
2023-07-09,GEN_004,정상운영,운전,2023-06-30,2023-07-23,9
2023-07-09,GEN_005,점검중,운전,2023-06-16,2023-07-30,6
2023-07-09,GEN_006,정상운영,운전,2023-06-18,2023-08-05,8
2023-07-09,GEN_007,정상운영,대기,2023-06-18,2023-07-21,2
2023-07-09,GEN_008,점검중,정지,2023-06-14,2023-07-29,14
2023-07-09,GEN_009,정상운영,정지,2023-07-06,2023-07-23,6
2023-07-09,GEN_010,정상운영,운전,2023-06-14,2023-07-20,8
2023-07-10,GEN_001,정상운영,정지,2023-06-11,2023-07-22,2
2023-07-10,GEN_002,정비중,대기,2023-06-11,2023-07-21,10
2023-07-10,GEN_003,정상운영,운전,2023-06-14,2023-08-08,13
2023-07-10,GEN_004,정상운영,운전,2023-06-23,2023-07-30,2
2023-07-10,GEN_005,정상운영,대기,2023-06-14,2023-07-28,10
2023-07-10,GEN_006,정상운영,운전,2023-07-03,2023-08-06,4
2023-07-10,GEN_007,정상운영,운전,2023-07-09,2023-07-25,14
2023-07-10,GEN_008,정상운영,운전,2023-06-24,2023-08-03,12
2023-07-10,GEN_009,고장,운전,2023-06-12,2023-07-23,14
2023-07-10,GEN_010,정상운영,운전,2023-07-06,2023-07-29,10
2023-07-11,GEN_001,정상운영,운전,2023-06-16,2023-08-03,12
2023-07-11,GEN_002,정상운영,운전,2023-07-07,2023-08-05,4
2023-07-11,GEN_003,정상운영,대기,2023-07-06,2023-08-01,13
2023-07-11,GEN_004,정상운영,대기,2023-06-15,2023-07-27,7
2023-07-11,GEN_005,정상운영,운전,2023-06-15,2023-08-01,9
2023-07-11,GEN_006,정상운영,운전,2023-06-30,2023-07-22,2
2023-07-11,GEN_007,정상운영,대기,2023-06-13,2023-08-07,6
2023-07-11,GEN_008,정상운영,운전,2023-06-30,2023-08-08,11
2023-07-11,GEN_009,정상운영,정지,2023-07-09,2023-07-22,2
2023-07-11,GEN_010,정상운영,운전,2023-07-06,2023-08-02,7
2023-07-12,GEN_001,정상운영,대기,2023-06-20,2023-07-22,10
2023-07-12,GEN_002,정상운영,운전,2023-07-07,2023-08-08,13
2023-07-12,GEN_003,정상운영,운전,2023-06-25,2023-08-02,12
2023-07-12,GEN_004,정상운영,운전,2023-06-27,2023-08-04,5
2023-07-12,GEN_005,정상운영,운전,2023-07-02,2023-08-07,10
2023-07-12,GEN_006,정상운영,운전,2023-06-17,2023-07-23,10
2023-07-12,GEN_007,정상운영,운전,2023-06-19,2023-08-10,13
2023-07-12,GEN_008,정상운영,운전,2023-06-16,2023-08-05,14
2023-07-12,GEN_009,점검중,운전,2023-07-08,2023-08-03,4
2023-07-12,GEN_010,정상운영,정지,2023-07-05,2023-08-07,9
2023-07-13,GEN_001,정상운영,운전,2023-06-16,2023-08-06,5
2023-07-13,GEN_002,정상운영,운전,2023-07-12,2023-07-28,14
2023-07-13,GEN_003,정상운영,운전,2023-06-18,2023-08-11,8
2023-07-13,GEN_004,정상운영,대기,2023-06-14,2023-07-30,11
2023-07-13,GEN_005,고장,정지,2023-07-04,2023-07-27,12
2023-07-13,GEN_006,정상운영,운전,2023-06-29,2023-08-04,6
2023-07-13,GEN_007,정상운영,운전,2023-06-23,2023-07-31,5
2023-07-13,GEN_008,고장,정지,2023-06-27,2023-07-31,13
2023-07-13,GEN_009,정상운영,운전,2023-07-08,2023-07-29,14
2023-07-13,GEN_010,정상운영,운전,2023-06-26,2023-08-06,9
2023-07-14,GEN_001,정상운영,정지,2023-06-18,2023-07-25,6
2023-07-14,GEN_002,정상운영,운전,2023-06-19,2023-07-24,2
2023-07-14,GEN_003,정상운영,운전,2023-06-27,2023-08-06,13
2023-07-14,GEN_004,정상운영,운전,2023-06-19,2023-08-10,9
2023-07-14,GEN_005,정상운영,정지,2023-06-19,2023-08-03,10
2023-07-14,GEN_006,점검중,운전,2023-06-22,2023-08-02,9
2023-07-14,GEN_007,정상운영,운전,2023-07-07,2023-08-07,9
2023-07-14,GEN_008,정상운영,운전,2023-06-19,2023-07-28,8
2023-07-14,GEN_009,정상운영,대기,2023-06-24,2023-08-09,8
2023-07-14,GEN_010,정상운영,정지,2023-07-02,2023-07-30,3
2023-07-15,GEN_001,정상운영,운전,2023-07-04,2023-07-31,3
2023-07-15,GEN_002,점검중,운전,2023-07-11,2023-08-10,4
2023-07-15,GEN_003,정상운영,운전,2023-06-28,2023-07-25,3
2023-07-15,GEN_004,정상운영,운전,2023-06-28,2023-08-01,14
2023-07-15,GEN_005,정상운영,대기,2023-07-01,2023-08-13,5
2023-07-15,GEN_006,정상운영,운전,2023-07-05,2023-07-25,4
2023-07-15,GEN_007,정상운영,정지,2023-06-20,2023-08-09,2
2023-07-15,GEN_008,정상운영,운전,2023-06-18,2023-07-28,8
2023-07-15,GEN_009,정상운영,운전,2023-07-08,2023-07-28,3
2023-07-15,GEN_010,정상운영,운전,2023-06-27,2023-07-27,13
2023-07-16,GEN_001,고장,정지,2023-06-18,2023-08-14,3
2023-07-16,GEN_002,정상운영,운전,2023-06-26,2023-08-01,9
2023-07-16,GEN_003,정상운영,정지,2023-07-03,2023-08-07,8
2023-07-16,GEN_004,정상운영,운전,2023-06-24,2023-07-29,3
2023-07-16,GEN_005,정상운영,운전,2023-07-13,2023-08-14,7
2023-07-16,GEN_006,정상운영,정지,2023-07-10,2023-08-14,9
2023-07-16,GEN_007,정상운영,운전,2023-06-26,2023-08-02,4
2023-07-16,GEN_008,정비중,정지,2023-07-02,2023-08-09,13
2023-07-16,GEN_009,정상운영,운전,2023-06-18,2023-08-11,3
2023-07-16,GEN_010,정비중,운전,2023-07-05,2023-08-10,5
2023-07-17,GEN_001,정상운영,운전,2023-06-28,2023-08-12,8
2023-07-17,GEN_002,정상운영,운전,2023-06-18,2023-08-12,6
2023-07-17,GEN_003,정상운영,운전,2023-06-19,2023-08-04,6
2023-07-17,GEN_004,정상운영,운전,2023-07-03,2023-08-03,2
2023-07-17,GEN_005,정상운영,운전,2023-07-16,2023-07-30,7
2023-07-17,GEN_006,정상운영,정지,2023-06-18,2023-08-01,2
2023-07-17,GEN_007,정상운영,운전,2023-06-19,2023-08-01,13
2023-07-17,GEN_008,정상운영,운전,2023-06-29,2023-08-01,7
2023-07-17,GEN_009,정상운영,정지,2023-07-05,2023-08-15,11
2023-07-17,GEN_010,정상운영,운전,2023-07-01,2023-08-13,10
2023-07-18,GEN_001,정비중,운전,2023-06-24,2023-08-13,4
2023-07-18,GEN_002,정상운영,운전,2023-06-25,2023-08-09,12
2023-07-18,GEN_003,정비중,운전,2023-07-06,2023-07-30,3
2023-07-18,GEN_004,정상운영,운전,2023-07-09,2023-08-10,11
2023-07-18,GEN_005,정상운영,운전,2023-07-02,2023-08-08,12
2023-07-18,GEN_006,정상운영,운전,2023-06-24,2023-08-15,3
2023-07-18,GEN_007,정상운영,운전,2023-06-24,2023-08-06,8
2023-07-18,GEN_008,정상운영,대기,2023-07-16,2023-08-16,2
2023-07-18,GEN_009,정상운영,운전,2023-06-28,2023-07-28,13
2023-07-18,GEN_010,정상운영,운전,2023-06-30,2023-07-28,11
2023-07-19,GEN_001,정상운영,운전,2023-06-28,2023-08-07,11
2023-07-19,GEN_002,정상운영,정지,2023-06-26,2023-08-15,10
2023-07-19,GEN_003,정상운영,정지,2023-06-26,2023-08-15,13
2023-07-19,GEN_004,정상운영,운전,2023-07-16,2023-08-16,9
2023-07-19,GEN_005,정상운영,정지,2023-07-18,2023-08-13,5
2023-07-19,GEN_006,고장,운전,2023-07-05,2023-08-10,9
2023-07-19,GEN_007,정상운영,운전,2023-07-04,2023-08-06,12
2023-07-19,GEN_008,정상운영,운전,2023-06-24,2023-08-06,13
2023-07-19,GEN_009,정상운영,운전,2023-07-11,2023-08-13,9
2023-07-19,GEN_010,정상운영,운전,2023-06-21,2023-07-30,13
2023-07-20,GEN_001,정상운영,운전,2023-06-25,2023-08-16,8
2023-07-20,GEN_002,정상운영,운전,2023-06-30,2023-08-16,12
2023-07-20,GEN_003,정상운영,운전,2023-07-08,2023-07-31,12
2023-07-20,GEN_004,정상운영,정지,2023-07-13,2023-07-30,8
2023-07-20,GEN_005,정상운영,운전,2023-06-25,2023-08-11,10
2023-07-20,GEN_006,정상운영,운전,2023-07-03,2023-07-31,9
2023-07-20,GEN_007,정상운영,운전,2023-06-26,2023-07-31,14
2023-07-20,GEN_008,정상운영,운전,2023-07-01,2023-08-04,14
2023-07-20,GEN_009,정상운영,운전,2023-07-03,2023-08-07,8
2023-07-20,GEN_010,정상운영,운전,2023-07-16,2023-08-13,3
2023-07-21,GEN_001,정비중,운전,2023-07-11,2023-08-09,12
2023-07-21,GEN_002,정상운영,정지,2023-07-11,2023-08-07,9
2023-07-21,GEN_003,정상운영,운전,2023-07-10,2023-08-16,12
2023-07-21,GEN_004,정상운영,운전,2023-06-29,2023-08-11,2
2023-07-21,GEN_005,정상운영,운전,2023-07-06,2023-08-18,4
2023-07-21,GEN_006,정상운영,운전,2023-06-24,2023-08-10,2
2023-07-21,GEN_007,정상운영,운전,2023-07-12,2023-08-05,5
2023-07-21,GEN_008,정상운영,운전,2023-06-27,2023-08-04,11
2023-07-21,GEN_009,정상운영,대기,2023-06-29,2023-08-10,7
2023-07-21,GEN_010,정비중,운전,2023-07-05,2023-08-18,5
2023-07-22,GEN_001,정상운영,운전,2023-07-06,2023-08-09,12
2023-07-22,GEN_002,정상운영,운전,2023-07-01,2023-08-13,13
2023-07-22,GEN_003,정상운영,운전,2023-07-05,2023-08-04,13
2023-07-22,GEN_004,정상운영,운전,2023-06-23,2023-08-16,5
2023-07-22,GEN_005,정상운영,운전,2023-07-08,2023-08-02,13
2023-07-22,GEN_006,정상운영,운전,2023-06-29,2023-08-02,5
2023-07-22,GEN_007,정상운영,운전,2023-06-27,2023-08-13,7
2023-07-22,GEN_008,정상운영,정지,2023-06-24,2023-08-01,12
2023-07-22,GEN_009,정상운영,운전,2023-07-01,2023-08-17,4
2023-07-22,GEN_010,정상운영,운전,2023-07-08,2023-08-13,5
2023-07-23,GEN_001,정상운영,운전,2023-07-08,2023-08-05,4
2023-07-23,GEN_002,정상운영,정지,2023-06-28,2023-08-12,2
2023-07-23,GEN_003,정상운영,운전,2023-07-01,2023-08-16,7
2023-07-23,GEN_004,정상운영,대기,2023-07-17,2023-08-04,4
2023-07-23,GEN_005,정상운영,정지,2023-07-09,2023-08-13,2
2023-07-23,GEN_006,정상운영,운전,2023-06-26,2023-08-09,2
2023-07-23,GEN_007,정상운영,정지,2023-06-24,2023-08-16,14
2023-07-23,GEN_008,정상운영,운전,2023-07-10,2023-08-07,12
2023-07-23,GEN_009,정상운영,운전,2023-06-29,2023-08-11,8
2023-07-23,GEN_010,정상운영,운전,2023-06-24,2023-08-20,13
2023-07-24,GEN_001,정상운영,운전,2023-06-25,2023-08-18,14
2023-07-24,GEN_002,정상운영,운전,2023-07-19,2023-08-08,13
2023-07-24,GEN_003,정상운영,운전,2023-06-25,2023-08-10,9
2023-07-24,GEN_004,정상운영,대기,2023-07-11,2023-08-22,13
2023-07-24,GEN_005,고장,운전,2023-07-03,2023-08-05,11
2023-07-24,GEN_006,정비중,운전,2023-07-09,2023-08-14,14
2023-07-24,GEN_007,정상운영,대기,2023-06-30,2023-08-07,10
2023-07-24,GEN_008,정상운영,운전,2023-07-16,2023-08-14,3
2023-07-24,GEN_009,정비중,운전,2023-06-26,2023-08-15,6
2023-07-24,GEN_010,점검중,운전,2023-06-28,2023-08-06,5
2023-07-25,GEN_001,점검중,정지,2023-07-21,2023-08-04,13
2023-07-25,GEN_002,정상운영,운전,2023-07-11,2023-08-04,8
2023-07-25,GEN_003,정상운영,대기,2023-07-24,2023-08-06,13
2023-07-25,GEN_004,정상운영,운전,2023-07-23,2023-08-12,3
2023-07-25,GEN_005,정상운영,운전,2023-07-17,2023-08-20,9
2023-07-25,GEN_006,정상운영,운전,2023-07-16,2023-08-14,10
2023-07-25,GEN_007,정상운영,운전,2023-07-20,2023-08-04,8
2023-07-25,GEN_008,정상운영,운전,2023-07-20,2023-08-11,6
2023-07-25,GEN_009,정상운영,운전,2023-07-03,2023-08-07,8
2023-07-25,GEN_010,정상운영,운전,2023-07-07,2023-08-10,14
2023-07-26,GEN_001,정상운영,운전,2023-06-28,2023-08-15,9
2023-07-26,GEN_002,정상운영,운전,2023-07-09,2023-08-19,3
2023-07-26,GEN_003,정상운영,운전,2023-07-23,2023-08-15,6
2023-07-26,GEN_004,점검중,정지,2023-07-21,2023-08-17,12
2023-07-26,GEN_005,정상운영,운전,2023-07-25,2023-08-23,2
2023-07-26,GEN_006,정상운영,운전,2023-07-18,2023-08-09,2
2023-07-26,GEN_007,정상운영,정지,2023-07-24,2023-08-08,12
2023-07-26,GEN_008,정상운영,운전,2023-06-30,2023-08-13,10
2023-07-26,GEN_009,점검중,운전,2023-07-02,2023-08-19,6
2023-07-26,GEN_010,정상운영,운전,2023-07-17,2023-08-06,3
2023-07-27,GEN_001,점검중,정지,2023-07-19,2023-08-08,13
2023-07-27,GEN_002,정비중,운전,2023-07-19,2023-08-21,10
2023-07-27,GEN_003,정상운영,운전,2023-07-13,2023-08-17,5
2023-07-27,GEN_004,정상운영,대기,2023-07-09,2023-08-10,4
2023-07-27,GEN_005,정상운영,운전,2023-06-30,2023-08-09,7
2023-07-27,GEN_006,정상운영,운전,2023-06-30,2023-08-11,4
2023-07-27,GEN_007,정상운영,정지,2023-07-26,2023-08-15,10
2023-07-27,GEN_008,정상운영,운전,2023-07-19,2023-08-11,10
2023-07-27,GEN_009,점검중,운전,2023-07-19,2023-08-14,2
2023-07-27,GEN_010,정상운영,운전,2023-07-14,2023-08-11,2
2023-07-28,GEN_001,정상운영,운전,2023-07-17,2023-08-20,2
2023-07-28,GEN_002,정상운영,운전,2023-07-18,2023-08-18,13
2023-07-28,GEN_003,정상운영,운전,2023-07-02,2023-08-18,3
2023-07-28,GEN_004,정상운영,운전,2023-07-09,2023-08-17,13
2023-07-28,GEN_005,정상운영,대기,2023-07-08,2023-08-21,2
2023-07-28,GEN_006,정상운영,운전,2023-07-10,2023-08-26,5
2023-07-28,GEN_007,정상운영,대기,2023-07-02,2023-08-19,12
2023-07-28,GEN_008,정상운영,정지,2023-07-17,2023-08-25,4
2023-07-28,GEN_009,정상운영,운전,2023-07-12,2023-08-18,9
2023-07-28,GEN_010,정상운영,대기,2023-07-15,2023-08-14,13
2023-07-29,GEN_001,정상운영,운전,2023-07-09,2023-08-27,11
2023-07-29,GEN_002,정상운영,운전,2023-07-27,2023-08-17,12
2023-07-29,GEN_003,정상운영,대기,2023-07-08,2023-08-15,8
2023-07-29,GEN_004,정상운영,운전,2023-07-24,2023-08-15,8
2023-07-29,GEN_005,정상운영,운전,2023-07-23,2023-08-14,2
2023-07-29,GEN_006,정상운영,정지,2023-07-24,2023-08-20,8
2023-07-29,GEN_007,정상운영,정지,2023-07-04,2023-08-18,10
2023-07-29,GEN_008,정상운영,운전,2023-07-17,2023-08-13,8
2023-07-29,GEN_009,정비중,운전,2023-07-02,2023-08-24,5
2023-07-29,GEN_010,점검중,운전,2023-07-03,2023-08-25,7
2023-07-30,GEN_001,정상운영,운전,2023-07-02,2023-08-24,8
2023-07-30,GEN_002,정상운영,대기,2023-07-21,2023-08-18,12
2023-07-30,GEN_003,정상운영,운전,2023-07-08,2023-08-18,3
2023-07-30,GEN_004,정상운영,운전,2023-07-02,2023-08-11,7
2023-07-30,GEN_005,정상운영,운전,2023-07-24,2023-08-25,3
2023-07-30,GEN_006,정상운영,운전,2023-07-22,2023-08-15,10
2023-07-30,GEN_007,정비중,운전,2023-07-21,2023-08-25,8
2023-07-30,GEN_008,고장,운전,2023-07-09,2023-08-28,10
2023-07-30,GEN_009,정상운영,운전,2023-07-07,2023-08-26,13
2023-07-30,GEN_010,점검중,운전,2023-07-22,2023-08-17,10
2023-07-31,GEN_001,정상운영,운전,2023-07-11,2023-08-24,5
2023-07-31,GEN_002,정상운영,정지,2023-07-16,2023-08-19,13
2023-07-31,GEN_003,정비중,운전,2023-07-03,2023-08-21,9
2023-07-31,GEN_004,정상운영,운전,2023-07-17,2023-08-28,7
2023-07-31,GEN_005,정상운영,운전,2023-07-21,2023-08-16,14
2023-07-31,GEN_006,정상운영,운전,2023-07-28,2023-08-14,14
2023-07-31,GEN_007,점검중,운전,2023-07-20,2023-08-23,14
2023-07-31,GEN_008,정상운영,운전,2023-07-30,2023-08-19,7
2023-07-31,GEN_009,정비중,운전,2023-07-23,2023-08-10,10
2023-07-31,GEN_010,정비중,운전,2023-07-25,2023-08-17,13
2023-08-01,GEN_001,정비중,운전,2023-07-30,2023-08-26,14
2023-08-01,GEN_002,정상운영,대기,2023-07-12,2023-08-30,4
2023-08-01,GEN_003,정상운영,운전,2023-07-13,2023-08-30,6
2023-08-01,GEN_004,정상운영,운전,2023-07-25,2023-08-20,5
2023-08-01,GEN_005,정상운영,운전,2023-07-18,2023-08-13,7
2023-08-01,GEN_006,정상운영,운전,2023-07-24,2023-08-29,11
2023-08-01,GEN_007,정상운영,운전,2023-07-06,2023-08-17,13
2023-08-01,GEN_008,정상운영,운전,2023-07-05,2023-08-21,12
2023-08-01,GEN_009,점검중,정지,2023-07-05,2023-08-28,8
2023-08-01,GEN_010,정상운영,운전,2023-07-24,2023-08-17,7
2023-08-02,GEN_001,정상운영,운전,2023-07-07,2023-08-13,7
2023-08-02,GEN_002,정상운영,운전,2023-07-26,2023-08-15,11
2023-08-02,GEN_003,정비중,운전,2023-07-04,2023-08-26,14
2023-08-02,GEN_004,정상운영,운전,2023-07-30,2023-08-13,6
2023-08-02,GEN_005,정상운영,운전,2023-07-14,2023-08-16,14
2023-08-02,GEN_006,정상운영,운전,2023-07-30,2023-08-21,14
2023-08-02,GEN_007,정상운영,운전,2023-07-05,2023-08-13,14
2023-08-02,GEN_008,고장,운전,2023-07-25,2023-08-18,4
2023-08-02,GEN_009,정상운영,운전,2023-07-08,2023-08-27,11
2023-08-02,GEN_010,고장,대기,2023-07-13,2023-08-27,2
2023-08-03,GEN_001,정상운영,대기,2023-07-10,2023-08-26,6
2023-08-03,GEN_002,정상운영,운전,2023-08-02,2023-08-15,3
2023-08-03,GEN_003,점검중,운전,2023-07-08,2023-08-14,10
2023-08-03,GEN_004,정상운영,운전,2023-07-06,2023-08-29,12
2023-08-03,GEN_005,정상운영,운전,2023-08-02,2023-08-27,5
2023-08-03,GEN_006,정상운영,대기,2023-07-11,2023-08-24,7
2023-08-03,GEN_007,정상운영,운전,2023-08-01,2023-08-22,2
2023-08-03,GEN_008,정상운영,운전,2023-07-11,2023-08-30,6
2023-08-03,GEN_009,점검중,운전,2023-07-21,2023-08-28,7
2023-08-03,GEN_010,정상운영,정지,2023-07-23,2023-08-13,13
2023-08-04,GEN_001,정상운영,운전,2023-07-09,2023-08-24,3
2023-08-04,GEN_002,정상운영,운전,2023-07-24,2023-08-26,11
2023-08-04,GEN_003,고장,운전,2023-07-30,2023-08-31,11
2023-08-04,GEN_004,정상운영,대기,2023-07-18,2023-08-23,6
2023-08-04,GEN_005,정상운영,운전,2023-07-24,2023-09-02,2
2023-08-04,GEN_006,점검중,운전,2023-08-01,2023-08-15,12
2023-08-04,GEN_007,정비중,운전,2023-07-22,2023-08-20,7
2023-08-04,GEN_008,정상운영,정지,2023-07-22,2023-08-31,4
